,Title,Date,State,Total Deaths,full place name
262,Two Injured as Explosion Rocks Kano's Bus Terminal,1/26/12,Kano,0,"Kano Municipal, Kano, Nigeria"
263,"Gunmen Attack Police Post, Kill Officer",1/27/12,Kano,5,"Kano Municipal, Kano, Nigeria"
264,Army Kills 11 Boko Haram Members in Maiduguri,1/28/12,Borno,11,"Maiduguri, Borno, Nigeria"
265,Gunmen Kill Policeman in Kaduna,1/28/12,Kaduna,1,"Kaduna North, Kaduna, Nigeria"
266,"Boko Haram, Police in Fresh Gun Battle in Kano",1/29/12,Kano,0,"Kano Municipal, Kano, Nigeria"
267,Bicycle Riding Gunmen Kill One in Patiskum,1/30/12,Yobe,1,"Potiskum, Yobe, Nigeria"
268,Gunmen Kill Four People in Borno,1/30/12,Borno,5,"Maiduguri, Borno, Nigeria"
269,Police Corporal Killed in Kogi,1/31/12,Kogi,1,"Ogori, Kogi, Nigeria"
270,Police Inspector Killed in Katsina,2/1/12,Katsina,1,"Kankara, Katsina, Nigeria"
271,Bomb Blasts Hit Maiduguri Again - Six Killed,2/2/12,Borno,6,"Maiduguri, Borno, Nigeria"
272,High Chief Beheaded in Delta,2/2/12,Delta,1,"Ndokwa West, Delta, Nigeria"
273,Boko Haram Kills Ex-Council Boss,2/3/12,Borno,2,"Damboa, Borno, Nigeria"
274,"Robbers Bomb Bank, Police Station, Kill Medical Doctor in Kogi",2/3/12,Kogi,4,"Ajaokuta, Kogi, Nigeria"
275,Bloodbath in Anambra as town union factions clash,2/4/12,Anambra,0,"Idemili North, Anambra, Nigeria"
276,Gunmen kill another 2 in Borno,2/5/12,Borno,2,"Maiduguri, Borno, Nigeria"
277,Gunmen Kill Security Operative in Damaturu,2/5/12,Yobe,1,"Damaturu, Yobe, Nigeria"
278,"MEND Attacks Agip Facility, Threatens MTN, SacOil",2/5/12,Bayelsa,0,"Brass, Bayelsa, Nigeria"
279,Ex-Militants Bomb Hotel in Delta,2/6/12,Delta,0,"Okpe, Delta, Nigeria"
280,Five Killed As Boko Haram Armoury Discovered in Kano,2/6/12,Kano,8,"Kano Municipal, Kano, Nigeria"
281,Fresh explosion rocks Maiduguri,2/6/12,Borno,3,"Maiduguri, Borno, Nigeria"
282,Gunmen Assassinate Businessman in Zamfara,2/6/12,Zamfara,1,"Maru, Zamfara, Nigeria"
283,"Gunmen Attack, Burn Kano Police Station",2/6/12,Kano,4,"Kano Municipal, Kano, Nigeria"
284,War Rages At Jibowu/Fadeyi As Terror Gangs Unleash Mayhem,2/6/12,Lagos,,"Ikeja, Lagos, Nigeria"
285,"Assassins Kill One, Injure Police Officer in Delta",2/7/12,Delta,2,"Ughelli North, Delta, Nigeria"
286,Suicide Bomber Hits Army Barracks in Kaduna,2/7/12,Kaduna,3,"Kaduna North, Kaduna, Nigeria"
287,9 die as NURTW factions clash,2/8/12,Lagos,9,"Lagos Island, Lagos, Nigeria"
288,Onitsha Boils As Police Kills Bus Driver,2/9/12,Anambra,1,"Onitsha North, Anambra, Nigeria"
289,"Confusion in Asaba as Igbo, Hausa clash",2/10/12,Delta,0,"Asaba, Delta, Nigeria"
290,Four Killed As Soldiers Battle Boko Haram in Maiduguri,2/10/12,Borno,6,"Maiduguri, Borno, Nigeria"
291,Boko Haram Beheads Three in Maiduguri,2/11/12,Borno,3,"Maiduguri, Borno, Nigeria"
292,Boko Haram Kills 7 in Borno,2/11/12,Borno,7,"Jere, Borno, Nigeria"
293,Gunmen Kill Two in Potiskum,2/11/12,Yobe,2,"Potiskum, Yobe, Nigeria"
294,Two Killed in Kaduna Village Attack,2/11/12,Kaduna,2,"Zangon-Kataf, Kaduna, Nigeria"
295,JTF 'Kills 12 Boko Haram Suspects in Shootout',2/12/12,Borno,24,"Maiduguri, Borno, Nigeria"
296,Protest in Lagos as Police Kill NPA Staff Over N50 Bribe,2/12/12,Lagos,1,"Ojo, Lagos, Nigeria"
297,Civil Servant Mistaken for Suicide Bomber Shot in Kaduna,2/13/12,Kaduna,1,"Kaduna North, Kaduna, Nigeria"
298,Police Officer in Detention for Killing Schoolboy,2/14/12,Kano,1,"Kano Municipal, Kano, Nigeria"
299,"Policeman Killed, Scores Injured as Twin Blasts Rock Kaduna",2/14/12,Kaduna,1,"Kaduna North, Kaduna, Nigeria"
300,"Boko Haram, Soldiers Engage in Shootout in Maiduguri",2/15/12,Borno,1,"Maiduguri, Borno, Nigeria"
301,Four Killed in Renewed Farmers/Herders Feud in Nasarawa,2/15/12,Nasarawa,4,"Keana, Nasarawa, Nigeria"
302,"Gunmen Invade Kogi Prison, Free Inmates",2/15/12,Kogi,1,"Kogi, Kogi, Nigeria"
303,"Robbers Attack Police Outpost, Kill Corporal in Niger",2/15/12,Niger,1,"Suleja, Niger, Nigeria"
304,"Accidental discharge wounded tanker driver, not Naval rating",2/16/12,Lagos,0,", Lagos, Nigeria"
305,"Communal clash in Delta: 20 injured, 2 missing",2/16/12,Delta,0,"Ethiope West, Delta, Nigeria"
306,"One Dies, Vehicles Burnt As Touts Clash in Anambra",2/16/12,Anambra,1,"Aguata, Anambra, Nigeria"
307,"Three Policemen Dead As Gunmen Attact M I Wushishi Estate, Minna",2/16/12,Niger,3,"Minna, Niger, Nigeria"
308,Grand Children Killed in Bayelsa Kidnapping,2/17/12,Bayelsa,2,"Brass, Bayelsa, Nigeria"
309,Police Officers Shoot Police Inspector,2/17/12,Enugu,1,"Enugu North, Enugu, Nigeria"
310,UNN Staffer Shot Dead By Suspected Assassins,2/17/12,Enugu,1,"Nsukka, Enugu, Nigeria"
311,Militants kill three naval officers in A’Ibom,2/18/12,Akwa Ibom,3,"Mbo, Akwa Ibom, Nigeria"
312,Bomb Blast Rocks Branch of Christ Embassy Church in Suleja,2/19/12,Niger,0,"Suleja, Niger, Nigeria"
313,"Sect Assassinates District Head, Islamic Cleric",2/19/12,Borno,2,"Konduga, Borno, Nigeria"
314,"Bloody Day in Lagos As NURTW Clash Claims 10
Bloody Day in Lagos As NURTW Clash Claims 10
Bloody Day in Lagos As NURTW Clash Claims 10
Bloody Day in Lagos As NURTW Clash Claims 10
Bloody Day in Lagos As NURTW Clash Claims 10",2/20/12,Lagos,10,"Lagos Island, Lagos, Nigeria"
315,"Thirty Die in Fresh JTF, Boko Haram Gun Duel",2/20/12,Borno,30,"Maiduguri, Borno, Nigeria"
316,"Gunmen Kill Cleric, Teacher in Yobe",2/21/12,Yobe,2,"Damaturu, Yobe, Nigeria"
317,Gunmen Set Primary Schools On Fire in Borno,2/21/12,Borno,0,"Maiduguri, Borno, Nigeria"
318,Unidentified Gunmen Kill 3 in Yola,2/21/12,Adamawa,2,"Yola, Adamawa, Nigeria"
319,Gunmen Kill Two Policemen in Minna,2/22/12,Niger,2,"Minna, Niger, Nigeria"
320,Nigeria school set alight in Maiduguri,2/22/12,Borno,0,"Maiduguri, Borno, Nigeria"
321,"Soldiers, Boko Haram in Shoot-Out as Explosions Rock Kano",2/22/12,Kano,0,"Kano Municipal, Kano, Nigeria"
322,Woman Killed in Reprisal Attack on Tiv Community,2/22/12,Taraba,3,"Takum, Taraba, Nigeria"
323,"One shot, three injured as PDP, ACN supporters clash in Kogi",2/23/12,Kogi,0,"Lokoja, Kogi, Nigeria"
324,Unknown Gunmen Kill Two Policemen in Kano,2/23/12,Kano,4,"Kano Municipal, Kano, Nigeria"
325,"Prison, police station under gun, bomb attack in Gombe",2/24/12,Gombe,14,"Gombe, Gombe, Nigeria"
326,Unknown gunmen killed 5 worshipper​s in Kano,2/24/12,Kano,5,"Kano Municipal, Kano, Nigeria"
327,Boko Haram Kills Policeman in Kaduna,2/25/12,Kaduna,1,"Kaduna North, Kaduna, Nigeria"
328,"Two Police Officers Shot By Gunmen in Rigasa, Kaduna",2/25/12,Kaduna,0,"Igabi, Kaduna, Nigeria"
329,Four Villagers Shot Dead in Kaduna,2/26/12,Kaduna,4,"Lere, Kaduna, Nigeria"
330,"Gunmen Kill  Ward Head in Gaidam, Yobe",2/26/12,Yobe,1,"Gaidam, Yobe, Nigeria"
331,"Gunmen Kill Three Cops, Loot Armoury in Adamawa",2/26/12,Adamawa,3,"Madagali, Adamawa, Nigeria"
332,"Gunmen Kill Ward Head in Potiskum, Yobe",2/26/12,Yobe,1,"Potiskum, Yobe, Nigeria"
333,"Reprisal Attacks Hit Okada Riders, Others",2/26/12,Plateau,8,"Jos South, Plateau, Nigeria"
334,Suicide Bombers Attack Church in Jos During Service,2/26/12,Plateau,8,"Jos South, Plateau, Nigeria"
335,Two Killed and One Injured in Kukum Gida,2/26/12,Kaduna,2,"Kaura, Kaduna, Nigeria"
336,"Gunmen Attack Bank, Kill Police Corporal in Bauchi",2/28/12,Bauchi,1,"Jama'are, Bauchi, Nigeria"
337,Gunmen Attack Police Headquarter in Adamawa,2/28/12,Adamawa,2,"Demsa, Adamawa, Nigeria"
338,Gunmen Kill Immigration Officer in Borno,2/28/12,Borno,1,"Maiduguri, Borno, Nigeria"
339,Gunmen Sack Four Maiduguri Schools,2/28/12,Borno,0,"Maiduguri, Borno, Nigeria"
340,"Seven Killed As OPC Factions, Others Clash in Lagos",2/28/12,Lagos,7,"Lagos Island, Lagos, Nigeria"
341,Boko Haram injures soldier in Maiduguri,2/29/12,Borno,0,"Maiduguri, Borno, Nigeria"
342,Gunmen Kill Teacher in Kaduna,2/29/12,Kaduna,1,"Igabi, Kaduna, Nigeria"
343,Four Boko Haram Suspects Killed in Maiduguri,3/1/12,Borno,4,"Maiduguri, Borno, Nigeria"
344,Gunmen Set More Schools Ablaze in Borno,3/1/12,Borno,0,"Jere, Borno, Nigeria"
345,"Gunmen Kill Four Soldiers, Four Policemen in Bayelsa",3/2/12,Bayelsa,10,"Nembe, Bayelsa, Nigeria"
346,Three Killed in Bomb Factory Explosion,3/2/12,Borno,3,"Maiduguri, Borno, Nigeria"
347,Boko Haram Kills 3 in Maiduguri Night Attacks,3/3/12,Borno,3,"Maiduguri, Borno, Nigeria"
348,Gunmen Kill Bridegroom After Wedding in Kano,3/4/12,Kano,1,"Kano Municipal, Kano, Nigeria"
349,"Gunmen Kill Trader at Gamboru Market, Maiduguri",3/4/12,Borno,1,"Maiduguri, Borno, Nigeria"
350,JTF Member Kills Middle-Aged Man in Kano,3/4/12,Kano,1,"Dala, Kano, Nigeria"
351,"One feared dead, 40 vehicles vandalised in Lagos violence",3/4/12,Lagos,2,", Lagos, Nigeria"
352,"Policeman Kills Inspector, Commits Suicide",3/4/12,Adamawa,3,"Gombi, Adamawa, Nigeria"
353,45 Killed in Fulani/Tiv Clash,3/5/12,Benue,45,"Gwer West, Benue, Nigeria"
354,"Gunmen Kill Two Cops, Injure Two Others in Kano",3/5/12,Kano,2,"Kano Municipal, Kano, Nigeria"
355,"One Killed, Others Injured as Area Boys Clash in Lagos",3/5/12,Lagos,1,"Lagos Island, Lagos, Nigeria"
356,"Police Corporal Shoots Inspector over ‘Sharing Formula’, Commits Suicide",3/5/12,Rivers,2,"Port-Harcourt, Rivers, Nigeria"
357,Three Feared Dead as Gunmen Attack Imo CP's Home,3/5/12,Kano,4,"Kano Municipal, Kano, Nigeria"
358,Three Suspected Boko Haram Killed Trying to Set School Ablaze,3/5/12,Borno,3,"Maiduguri, Borno, Nigeria"
359,Gunmen Kill Customs Comptroller,3/6/12,Yobe,1,"Potiskum, Yobe, Nigeria"
360,Gunmen Kill Two in Plateau Villages Attack,3/6/12,Plateau,2,"Riyom, Plateau, Nigeria"
361,"Gunmen Kills Ward Head, Soldier in Yobe",3/6/12,Yobe,2,"Gaidam, Yobe, Nigeria"
362,"Gunmen Raid Konduga Town, Raze Public Buildings, Churches",3/6/12,Borno,4,"Konduga, Borno, Nigeria"
363,"Gunmen Kill DPO, Four Police Officers in Ashaka",3/7/12,Gombe,5,"Funakaye, Gombe, Nigeria"
364,Many Injured As NURTW Factions Clash in Lagos,3/7/12,Lagos,0,", Lagos, Nigeria"
365,20 Killed As Fulani Herdsmen Invade Community,3/8/12,Nasarawa,20,"Keana, Nasarawa, Nigeria"
366,"Briton, Italian Die in Hostage Rescue Bid",3/8/12,Sokoto,5,"Sokoto North, Sokoto, Nigeria"
367,Protest as soldiers kill mentally ill man in Rivers,3/8/12,Rivers,1,"Eleme, Rivers, Nigeria"
368,Boko Haram Assassinates Local Malam,3/9/12,Borno,1,"Maiduguri, Borno, Nigeria"
369,"Gunmen Attack Police Station, Kill One in Maiduguri",3/9/12,Borno,1,"Maiduguri, Borno, Nigeria"
370,Gunmen Kill Adamawa Police SARS Commander,3/9/12,Adamawa,1,"Yola South, Adamawa, Nigeria"
371,"One Killed, Three Injured As Gunmen Attack Police Station in Kano",3/9/12,Kano,1,"Kano Municipal, Kano, Nigeria"
372,Soldiers Kill Three at Kano Filling Station,3/9/12,Kano,3,"Kano Municipal, Kano, Nigeria"
373,Ward Head Killed in Gombe,3/9/12,Gombe,1,"Gombe, Gombe, Nigeria"
374,Attack On Mobile Base in Borno,3/10/12,Borno,1,"Bama, Borno, Nigeria"
375,"JTF, Others Battle Kidnappers, Kill One",3/10/12,Imo,1,", Imo, Nigeria"
376,"Naval Ratings Go Gaga, Unleash Terror On Kirikiri Traders",3/10/12,Lagos,0,", Lagos, Nigeria"
377,Thugs Burn LG Boss’ House,3/10/12,Benue,0,"Gwer East, Benue, Nigeria"
378,"10 Die in Jos Church Blast, Protests",3/11/12,Plateau,19,"Jos South, Plateau, Nigeria"
379,"Gunmen Storm Policeman's home, 1 Killed",3/11/12,Kano,1,"Tarauni, Kano, Nigeria"
380,"Nigerian Soldiers Murdered 10 Youth Protesters On ""Revenge Mission"" In Jos",3/11/12,Plateau,10,"Jos South, Plateau, Nigeria"
381,Army Kills 6 Sect Members,3/12/12,Adamawa,7,"Mubi South, Adamawa, Nigeria"
382,Boko Haram kill former Chairman of Kukawa Local Council of Borno State,3/12/12,Borno,1,"Maiduguri, Borno, Nigeria"
383,"Police Inspector, Soldier, Four Others Killed in Adamawa",3/12/12,Adamawa,6,"Mubi South, Adamawa, Nigeria"
384,Policeman Killed As Gunmen Attack Police Station in Kano,3/12/12,Kano,1,"Kano Municipal, Kano, Nigeria"
385,Stampede in Jos as Youths Protest Reprisal Attacks,3/12/12,Plateau,0,"Jos South, Plateau, Nigeria"
386,"Two killed, village burned in Jos South",3/12/12,Plateau,3,"Chugwi, Plateau, Nigeria"
387,Boko Haram Kill Two Policemen in Kano,3/13/12,Kano,4,"Kano Municipal, Kano, Nigeria"
388,Police Confirm Eight Killed in Attack at Nasarawa Village,3/13/12,Nasarawa,8,"Keana, Nasarawa, Nigeria"
389,"Christian Trader, Customs Official Shot",3/15/12,Borno,2,"Maiduguri, Borno, Nigeria"
390,"Gunmen Kill Pastor, Village Head, 8 Others in Kaduna",3/16/12,Kaduna,10,"Chikun, Kaduna, Nigeria"
391,Ex-LG Chairman Shot By Gunmen,3/17/12,Enugu,,"Igbo Eze South, Enugu, Nigeria"
392,"Gunmen Kill Bank Manager, Seven Others in Sapele Beer Parlour Attack",3/17/12,Delta,8,"Sapele, Delta, Nigeria"
393,Police Kill Five Armed Robbery Suspects in Delta,3/17/12,Delta,7,"Asaba, Delta, Nigeria"
394,Police Kill Four Kidnap Suspects in Delta,3/18/12,Delta,4,"Aniocha North, Delta, Nigeria"
395,Suspected Fulani Herdsmen Kill Two STF Policemen in Jos,3/18/12,Plateau,2,"Riyom, Plateau, Nigeria"
396,16 Killed in Taraba Village Attack,3/19/12,Taraba,16,"Takum, Taraba, Nigeria"
397,Ex-Militants Blow up Agip Flow Station in Bayelsa,3/19/12,Bayelsa,0,", Bayelsa, Nigeria"
398,Gunmen Kill Masquerade Custodian in Okene,3/19/12,Kogi,1,"Okene, Kogi, Nigeria"
399,Two Policemen Injured As Gunmen Attack Jos Police College,3/19/12,Plateau,0,"Jos South, Plateau, Nigeria"
400,Gunmen Kill 4 in Kano,3/20/12,Kano,4,"Kano Municipal, Kano, Nigeria"
401,JTF Kills Nine Boko Haram Members,3/20/12,Kano,9,"Tudun Wada, Kano, Nigeria"
402,Two Killed in Mubi Gun Attack,3/20/12,Adamawa,2,"Mubi South, Adamawa, Nigeria"
403,"Cleric, Two Others Shot Dead by Gunmen in Borno",3/22/12,Borno,3,"Maiduguri, Borno, Nigeria"
404,Fulani attack Tiv village,3/22/12,Taraba,0,"Takum, Taraba, Nigeria"
405,"One Killed in Boko Haram, Police Shootout",3/22/12,Borno,1,"Maiduguri, Borno, Nigeria"
406,"Youths burn mosque in Abraka, attack Northerners",3/22/12,Delta,0,"Ethiope East, Delta, Nigeria"
407,2 Suspected Boko Haram Members Killed in Own Car Bomb,3/24/12,Kano,2,"Kano Municipal, Kano, Nigeria"
408,JTF Kills Three Boko Haram Suspects in Maiduguri,3/24/12,Borno,10,"Maiduguri, Borno, Nigeria"
409,"Gunmen Kill Ex-Police Inspector, Friends in Borno",3/25/12,Borno,3,"Maiduguri, Borno, Nigeria"
410,JTF Kills Resident As Robbers Storm Estate in Yobe,3/25/12,Yobe,1,"Damaturu, Yobe, Nigeria"
411,"Soldiers Kill One, Injure Almajiri in Kano",3/25/12,Kano,1,"Kano Municipal, Kano, Nigeria"
412,Gunmen Kidnap Permanent Secretary in Ebonyi,3/26/12,Ebonyi,,", Ebonyi, Nigeria"
413,Gunmen Kill Boko Haram's Kingpin's Father,3/27/12,Borno,2,"Maiduguri, Borno, Nigeria"
414,"Gunmen On Rampage in Enugu, Kill Three",3/27/12,Enugu,3,"Enugu South, Enugu, Nigeria"
415,JTF Kills Boko Haram Commander in Maiduguri,3/27/12,Borno,4,"Maiduguri, Borno, Nigeria"
416,"Boko Haram Attacks Police Station, Military Base",3/28/12,Yobe,4,"Fune, Yobe, Nigeria"
417,Gunmen Kill Police Inspector in Maiduguri,3/28/12,Borno,1,"Maiduguri, Borno, Nigeria"
418,Police Shoots one as Benue Students' Protest Gets Violent,3/28/12,Benue,1,"Makurdi, Benue, Nigeria"
419,"Four Killed in Soldiers, Youths Fracas",3/29/12,Plateau,6,"Jos North, Plateau, Nigeria"
420,Anti-Terrorism Squad Shoots Pregnant Woman in Minna,3/30/12,Niger,0,"Chanchaga, Niger, Nigeria"
421,"Gunmen Kill Four, Rob Bank in Borno",3/30/12,Borno,4,"Askira/Uba, Borno, Nigeria"
422,Gunmen Kill Two Over Land in Edo,3/31/12,Edo,2,"Ovia South Wes, Edo, Nigeria"
423,"Kogi Bomb Factory - 10 Killed in Boko Haram, Security Forces Gun Duel",3/31/12,Kogi,11,"Okene, Kogi, Nigeria"
424,Chibok LG Chairman Shot Dead in Borno,4/1/12,Borno,1,"Maiduguri, Borno, Nigeria"
425,Ex-Militants Bomb Five Agip Oil Wells,4/1/12,Bayelsa,0,"Yenagoa, Bayelsa, Nigeria"
426,Gunmen burn police station in Nangere,4/1/12,Yobe,0,"Nangere, Yobe, Nigeria"
427,Gunmen burn police station in Potiskum,4/1/12,Yobe,1,"Potiskum, Yobe, Nigeria"
428,"Gunmen Kill Police ASP, Lecturer in Midnight Raid in Kaduna",4/1/12,Kaduna,2,"Igabi, Kaduna, Nigeria"
429,Hoodlums Storm Police Headquaters in Imo,4/1/12,Imo,1,"Mbaitoli, Imo, Nigeria"
430,JTF Kill Two Boko Haram Suspects in Maiduguri,4/1/12,Borno,2,"Maiduguri, Borno, Nigeria"
431,JTF Kills 2 Women At Checkpoint in Kano,4/1/12,Kano,2,"Kano Municipal, Kano, Nigeria"
432,Man Killed While Planting Bomb On Petrol Tanker in Kaduna,4/1/12,Kaduna,1,"Kaduna North, Kaduna, Nigeria"
433,"Nine Killed, 20 Injured in Taraba Clash",4/1/12,Taraba,9,"Takum, Taraba, Nigeria"
434,2 Alleged Boko Haram Killed in Kano,4/2/12,Kano,2,"Kano Municipal, Kano, Nigeria"
435,Gunmen Kill Four Policemen in Anambra,4/2/12,Anambra,4,"Ekwusigo, Anambra, Nigeria"
436,Gunmen Kill SSS Operative in Borno,4/2/12,Borno,1,"Maiduguri, Borno, Nigeria"
437,Gunmen Kill Teacher in Kano,4/2/12,Kano,1,"Kano Municipal, Kano, Nigeria"
438,JTF kills 21-year-old student in Kano,4/2/12,Kano,1,"Kumbotso, Kano, Nigeria"
439,Six Killed by STF in Plateau,4/2/12,Plateau,5,"Bassa, Plateau, Nigeria"
440,AIT Editor Found Dead at Kaduna Home,4/3/12,Kaduna,1,"Kaduna North, Kaduna, Nigeria"
441,"Communal Clash Claims Three Lives, Scores Injured",4/3/12,Benue,3,"Makurdi, Benue, Nigeria"
442,"Fulani Leader Killed, Two Injured As Farmers, Herdsmen Clash in Sokoto",4/3/12,Sokoto,1,"Wurno, Sokoto, Nigeria"
443,Gunmen Injure Two in Kano,4/3/12,Kano,0,"Kano Municipal, Kano, Nigeria"
444,JTF kills 3 Boko Haram members in Kano,4/3/12,Kano,3,"Kano Municipal, Kano, Nigeria"
445,"Hoodlums Storm Police Station, Cart Away 14 AK 47 Rifles",4/4/12,Anambra,0,"Nnewi South, Anambra, Nigeria"
446,Suspected Gunmen Kill Eight at Monday Market,4/4/12,Borno,12,"Maiduguri, Borno, Nigeria"
447,Two Soldiers Killed in Taraba,4/4/12,Taraba,2,"Takum, Taraba, Nigeria"
448,Gunmen Kill Three Policemen in Anambra,4/5/12,Anambra,3,"Nnewi South, Anambra, Nigeria"
449,JTF Kills Two Boko Haram Members in Borno,4/6/12,Borno,2,"Maiduguri, Borno, Nigeria"
450,Gunmen kill former gov aspirant in Kaduna,4/7/12,Kaduna,1,"Kaduna North, Kaduna, Nigeria"
451,38 Killed in Kaduna Bomb Blast,4/8/12,Kaduna,38,"Kaduna North, Kaduna, Nigeria"
452,Gunmen Kill Policeman's Six-Year-Old Daughter,4/8/12,Yobe,1,"Potiskum, Yobe, Nigeria"
453,Pregnant Fulani Women Killed in Plateau,4/8/12,Plateau,5,"Riyom, Plateau, Nigeria"
454,"Three Killed in JTF, Boko Haram Gunfight",4/8/12,Borno,3,"Maiduguri, Borno, Nigeria"
455,Timed Explosives Go Off in Jos,4/8/12,Plateau,0,"Jos North, Plateau, Nigeria"
456,Two Killed as SSS Repels Attack On Training School,4/8/12,Bauchi,2,"Bauchi, Bauchi, Nigeria"
457,"Gunmen attack police station, church, others, left several dead",4/9/12,Borno,6,"Dikwa, Borno, Nigeria"
458,10 Killed As Gunmen Attack Borno Town,4/10/12,Borno,10,"Bama, Borno, Nigeria"
459,Gunmen Kill Barber in Kano,4/10/12,Kano,2,"Kano Municipal, Kano, Nigeria"
460,"Nine Robbery Suspects Killed in Ogun, Delta States",4/10/12,Ogun,9,"Abeokuta South, Ogun, Nigeria"
461,Police Kill Seven Robbers on Lagos-Ibadan Road,4/10/12,Ogun,7,", Ogun, Nigeria"
462,"Policeman Kills Four, Injures Six Over Memory Card",4/10/12,Plateau,4,"Jos North, Plateau, Nigeria"
463,"Thugs shoot okada riders, injure six in Akure",4/10/12,Ondo,0,"Akure North, Ondo, Nigeria"
464,Gunmen Kill 22-Year-Old Applicant in Kaduna,4/11/12,Kaduna,1,"Igabi, Kaduna, Nigeria"
465,JTF razes illegal refineries killing 4 children,4/11/12,Delta,4,"Burutu, Delta, Nigeria"
466,Gunmen Kill Trader in Maiduguri,4/12/12,Borno,2,"Maiduguri, Borno, Nigeria"
467,Police Beat Woman to Pulp at Bank in Kano,4/12/12,Kano,0,"Kano Municipal, Kano, Nigeria"
468,Unknown gunmen kill farmer in Plateau,4/12/12,Plateau,1,"Riyom, Plateau, Nigeria"
469,Gunmen kill two at football viewing centres,4/13/12,Plateau,2,"Potiskum, Plateau, Nigeria"
470,Gunmen Shoot Policeman in Kaduna,4/14/12,Kaduna,1,"Igabi, Kaduna, Nigeria"
471,Schools Razed in Maiduguri,4/14/12,Borno,0,"Maiduguri, Borno, Nigeria"
472,Boko Haram Kills Spokesman Abu Qaqa Two,4/15/12,Kaduna,1,"Kaduna North, Kaduna, Nigeria"
473,Bomb Explodes Near Beer Parlour In Kano,4/15/12,Kano,0,"Kano Municipal, Kano, Nigeria"
474,Journalist Killed in Benin,4/15/12,Edo,1,"Oredo, Edo, Nigeria"
475,"Police Kill Prison Warder in Yenagoa - DPO, Others Arrested",4/15/12,Bayelsa,1,"Yenagoa, Bayelsa, Nigeria"
476,Benin Varsity Medical Student Killed,4/16/12,Edo,1,"Oredo, Edo, Nigeria"
477,Gunmen Kill Two in Homes,4/16/12,Borno,2,"Maiduguri, Borno, Nigeria"
478,"State Security Services Kill Man, Injures Brother in Kano",4/16/12,Kano,1,"Kano Municipal, Kano, Nigeria"
479,Gunmen Kill 92-Year-Old Cleric in Maiduguri,4/17/12,Borno,1,"Maiduguri, Borno, Nigeria"
480,JTF Kills Three Robbery Suspects in Maiduguri,4/17/12,Borno,4,"Maiduguri, Borno, Nigeria"
481,Vendor and Customs Officer Killed in Abbaganarm,4/18/12,Borno,2,"Maiduguri, Borno, Nigeria"
482,Gunmen Kill Five Bakers in Maiduguri,4/19/12,Borno,5,"Maiduguri, Borno, Nigeria"
483,"Security Man, Shopkeeper Killed in Kano",4/19/12,Kano,2,"Kano Municipal, Kano, Nigeria"
484,Forces Kill Two Islamic Militants in Maiduguri,4/20/12,Borno,2,"Maiduguri, Borno, Nigeria"
485,Five Boko Haram Members Die in Biu Explosion,4/22/12,Borno,5,"Biu, Borno, Nigeria"
486,"Police Attack, Kill 4 robbers",4/22/12,Kano,4,"Kano Municipal, Kano, Nigeria"
487,Soldier Killed in Kano,4/22/12,Kano,1,"Kano Municipal, Kano, Nigeria"
488,"Gunmen Shoot, Burn Three Inside Car in Jos",4/23/12,Plateau,3,"Barkin Ladi, Plateau, Nigeria"
489,Police Kill Motorcyclist in Minna,4/23/12,Niger,1,"Chanchaga, Niger, Nigeria"
490,"SSS Officer, Bizman Killed in Mubi",4/23/12,Adamawa,2,"Mubi South, Adamawa, Nigeria"
491,Three Boko Haram Suspects Killed in Maiduguri,4/23/12,Borno,3,"Maiduguri, Borno, Nigeria"
492,5 Killed by Gunmen in Damaturu Beer Parlor,4/24/12,Yobe,5,"Damaturu, Yobe, Nigeria"
493,Explosion at Football Viewing Center,4/24/12,Plateau,1,"Jos North, Plateau, Nigeria"
494,"Police Kill Four Suspected Kidnappers, Arrest Three",4/24/12,Anambra,4,"Ihiala, Anambra, Nigeria"
